DNI,Nombre Completo,Zona,Prioridad,Hora de Registro
60295935,David Solis Rojas,Prensa,4,1347
97924715,Gustavo Castillo Gonzales,General A,2,1022
66571982,Sofia Romero Quispe,Platino,4,1630
97202536,Marco Martin Moreno,General B,1,2056
13602525,Santiago Mamani Lopez,General B,1,1340
68078754,Manuela Mamani Perez,Staff,3,1018
23889630,Fabiana Diaz Gomez,General B,1,2145
33177173,David Garcia Perez,Discapacitado,2,2021
82862306,Fabian Flores Sanchez,Discapacitado,2,1201
49794279,Sergio Lopez Jimenez,Staff,3,0845
99228709,Emilia Acosta Martinez,Platino,4,1650
88725148,Rosa Alvarez Solis,Platino,4,1402
55353074,Clara Navarro Fernandez,Staff,3,1741
68262241,Pedro Diaz Castro,VIP,5,1009
26032848,Roberto Diaz Alvarez,Staff,3,1350
56753110,Juan Castro Castillo,Discapacitado,2,1340
77559755,Lucia Herrera Mamani,General A,2,0836
15046632,Claudia Herrera Rojas,VIP,5,1852
58818090,Gustavo Castillo Herrera,General A,2,0907
36751210,Nicolas Alvarez Lopez,VIP,5,2255
72586331,Ivan Torres Sanchez,Platino,4,1407
42143919,Marco Gomez Perez,Platino,4,1416
23116708,Pablo Lopez Medina,Prensa,4,0941
91268333,Antonio Solis Vargas,General B,1,1519
88416084,Natalia Romero Solis,VIP,5,1544
29553914,Laura Herrera Torres,General A,2,1523
61966318,Juan Gonzales Diaz,Discapacitado,2,1643
89140321,Pedro Moreno Castillo,VIP,5,1739
12063474,Cristina Sanchez Perez,Platino,4,2134
65618541,Carlos Herrera Ruiz,Staff,3,1311
29487473,Julia Rios Rodriguez,Staff,3,1720
47437690,Ana Jimenez Gonzales,General B,1,1941
81216973,Sofia Moreno Vargas,Staff,3,1236
91491462,Valeria Rios Moreno,Discapacitado,2,2024
12176572,Victor Mamani Sanchez,Staff,3,2253
39450216,Victor Castro Ruiz,General B,1,1939
29633312,Fernanda Quispe Moreno,Platino,4,1130
30407584,Veronica Quispe Fernandez,Discapacitado,2,2034
24446376,Leonardo Medina Gonzales,Prensa,4,2013
60833328,Diana Rodriguez Flores,Staff,3,2041
71824256,Valentina Moreno Martinez,VIP,5,0929
21998358,Marta Gomez Garcia,General B,1,1930
65271807,Emilio Romero Martin,Discapacitado,2,1810
42744209,Clara Quispe Castillo,Discapacitado,2,1022
69623716,Patricia Rios Medina,Platino,4,1232
44675222,Emilio Mamani Castro,Platino,4,2055
66518090,Miguel Gonzales Jimenez,General B,1,2032
66600807,Elizabeth Alvarez Torres,Platino,4,2017
73730761,Carolina Moreno Alvarez,Staff,3,1341
72594938,Antonio Perez Moreno,Platino,4,1915
35122574,Clara Romero Castro,Prensa,4,1503
39105403,Martin Perez Ruiz,General A,2,2209
19507695,Javiera Moreno Romero,Prensa,4,0925
74822378,Nicolas Garcia Martinez,Platino,4,1918
79804913,Miguel Medina Jimenez,Discapacitado,2,2043
72357317,Fabiana Gonzales Diaz,Prensa,4,1640
94634303,Nicolas Perez Flores,General A,2,1757
96611763,Manuel Quispe Garcia,Discapacitado,2,1825
83586566,Diana Gomez Castillo,Platino,4,1748
60108201,Monica Mamani Ruiz,General B,1,1229
11007805,Fabiana Ruiz Martin,Discapacitado,2,0926
84962765,Cristian Navarro Mamani,VIP,5,1642
64986008,Gustavo Perez Soto,VIP,5,1159
74117078,Diana Herrera Sanchez,Staff,3,2037
39150823,Rosa Vargas Torres,Platino,4,1940
62308000,Javiera Gonzales Herrera,Platino,4,1711
67858798,Sergio Soto Romero,VIP,5,1158
78895111,Marco Alvarez Garcia,Platino,4,2207
60862384,Carla Diaz Martinez,General B,1,0920
38944001,Oscar Fernandez Rojas,VIP,5,0901
96730398,Samuel Garcia Rodriguez,General A,2,0937
73199011,Hector Diaz Rojas,Platino,4,1113
36443608,Roberto Fernandez Garcia,General B,1,0915
35175212,Francisco Medina Diaz,General B,1,2158
93236892,Alicia Flores Solis,Discapacitado,2,1555
15684434,Veronica Medina Rios,VIP,5,1214
15872418,Carla Medina Quispe,Staff,3,1337
36890175,Andrea Moreno Medina,Staff,3,0928
38722340,Claudia Castro Perez,General B,1,1448
86852292,Jose Navarro Fernandez,Platino,4,1116
39640377,Rosa Rios Navarro,General A,2,1211
20967036,Monica Soto Ruiz,Prensa,4,2123
54460706,Cristian Solis Sanchez,Platino,4,0925
93869268,Jimena Moreno Gomez,VIP,5,1150
58872312,Rafael Mamani Rojas,Prensa,4,0830
17396884,Camila Jimenez Romero,General A,2,0817
37476234,Jorge Castillo Castro,General A,2,1205
43716111,Victor Vargas Acosta,Discapacitado,2,1959
54447093,Jimena Martin Diaz,VIP,5,2018
46698152,Carlos Diaz Rios,General B,1,2155
36209797,Luis Moreno Torres,General B,1,1629
73495517,Luisa Solis Jimenez,General A,2,2226
95355104,Rodrigo Moreno Rojas,General B,1,1555
61180968,Rodrigo Diaz Alvarez,Staff,3,2018
88639572,Antonio Vargas Gonzales,Prensa,4,1649
15337535,Felipe Medina Alvarez,VIP,5,2254
76260892,Daniela Martinez Moreno,Prensa,4,0831
97861462,Santiago Rios Vargas,Discapacitado,2,0854
85449409,Guillermo Torres Jimenez,General A,2,2012
51414263,Martin Romero Quispe,Platino,4,1343
48148853,Daniel Rodriguez Alvarez,Discapacitado,2,1754
41930772,Estefania Sanchez Moreno,Platino,4,0945
92344094,Diego Martinez Quispe,Prensa,4,2106
43710653,Carla Ruiz Herrera,General A,2,1856
86656529,Daniela Medina Lopez,Prensa,4,1554
63082194,Oscar Torres Mamani,VIP,5,0832
86107981,Fabiana Gomez Rojas,General B,1,1936
16726152,Adriana Soto Castro,General B,1,1849
14920837,Pilar Diaz Herrera,General B,1,1623
54848523,Antonio Romero Rodriguez,General B,1,0957
51314298,Francisco Sanchez Rodriguez,Staff,3,1042
36650700,Emilia Rodriguez Gomez,Discapacitado,2,1656
71722207,Javiera Jimenez Rodriguez,Platino,4,1738
68514401,Patricia Rojas Mamani,General B,1,1731
84177243,Gustavo Herrera Medina,Discapacitado,2,1644
91710464,Tomas Herrera Moreno,General B,1,1221
10718919,Carolina Herrera Garcia,Prensa,4,1709
96161173,Emilia Flores Gonzales,Discapacitado,2,2053
41465068,Emilio Vargas Martin,Prensa,4,1923
46593470,Maria Romero Castillo,Discapacitado,2,2232
82898429,Cristina Rodriguez Moreno,Platino,4,1305
15360203,Luis Herrera Martinez,VIP,5,1543
91868148,Camila Rodriguez Moreno,Prensa,4,2259
39929254,Laura Flores Gonzales,Platino,4,1947
64957078,Emilio Castro Herrera,General A,2,1409
53136226,Alejandra Ruiz Mamani,Prensa,4,1753
10616149,Hector Vargas Medina,VIP,5,1924
94887592,Julio Moreno Garcia,Discapacitado,2,1953
65188469,Daniel Martin Solis,Platino,4,1637
19096135,Luisa Solis Gomez,Staff,3,1746
15067013,Lucia Ruiz Navarro,VIP,5,0945
40019875,Daniel Torres Moreno,General B,1,1531
35319756,Paola Solis Rios,Staff,3,1431
20350452,Fernando Navarro Gonzales,General A,2,2212
30879045,Fabian Gonzales Jimenez,Staff,3,1209
41892791,Oscar Rodriguez Medina,Staff,3,1925
51812037,Luisa Alvarez Perez,Prensa,4,1855
61395644,Daniel Fernandez Garcia,VIP,5,1709
94651716,Daniela Gonzales Romero,Prensa,4,2241
41629338,Margarita Alvarez Jimenez,VIP,5,1636
74206762,Isabel Herrera Vargas,General B,1,1839
38975005,Luis Gonzales Ruiz,Discapacitado,2,1243
12930410,Elizabeth Medina Acosta,General A,2,0838
43367947,Eduardo Medina Gonzales,VIP,5,2058
20755264,Cristina Soto Moreno,General B,1,1254
76305841,Pedro Diaz Quispe,Discapacitado,2,1636
56649148,Rodrigo Romero Herrera,General B,1,0837
58420165,Sebastian Sanchez Castro,General B,1,2001
59871320,Patricia Ruiz Torres,Staff,3,1426
55192252,Hector Soto Lopez,General A,2,1845
44682224,Antonio Rojas Torres,Discapacitado,2,2154
86131333,Cristian Gomez Quispe,VIP,5,0839
63722809,Ricardo Diaz Rios,Platino,4,1355
23011318,Javier Soto Rios,Discapacitado,2,1756
27256110,Angel Lopez Perez,Platino,4,1311
28297178,Laura Acosta Diaz,Platino,4,1122
80413784,Roberto Medina Flores,Platino,4,1656
24972641,Victor Martinez Sanchez,Staff,3,1621
92742171,Marco Solis Lopez,Staff,3,2141
89920871,Sandra Moreno Fernandez,Staff,3,1848
59224915,Camila Fernandez Garcia,Staff,3,0830
46904376,Hector Castro Rios,Staff,3,1254
62323822,Oscar Rios Castillo,General A,2,0853
11908228,David Solis Perez,Platino,4,1155
14704927,Cristina Lopez Vargas,VIP,5,1626
50576360,Fernando Flores Rios,General A,2,2223
43239131,Julia Navarro Garcia,Prensa,4,1733
38518858,Camila Alvarez Diaz,General B,1,1318
59774735,Sergio Martin Alvarez,VIP,5,1021
71025580,Martin Garcia Rojas,Discapacitado,2,1240
30063975,Esteban Romero Mamani,VIP,5,1019
50999199,Alejandra Medina Navarro,Platino,4,0834
67688431,Samuel Castillo Medina,VIP,5,1946
53305276,Marta Garcia Fernandez,Discapacitado,2,2013
67082959,Jose Martin Herrera,Staff,3,1604
63543260,Laura Romero Vargas,Prensa,4,1904
31314663,Mariana Rodriguez Rojas,General A,2,0903
94577102,Angel Diaz Mamani,VIP,5,1634
91579986,Maria Diaz Rojas,Discapacitado,2,2152
58878100,Samuel Jimenez Navarro,VIP,5,1504
96096154,Victor Castro Alvarez,Staff,3,1154
82119008,Carolina Garcia Mamani,Staff,3,0822
77800555,Miguel Gonzales Quispe,General B,1,2100
36003299,Martin Medina Romero,Staff,3,2256
88383645,Miguel Perez Alvarez,Prensa,4,2201
57401621,Marcela Flores Lopez,Staff,3,1715
63354132,Emilia Solis Sanchez,General B,1,1228
60765262,Monica Castillo Vargas,Prensa,4,1841
32025996,Rafael Torres Diaz,VIP,5,1353
72682095,Sergio Rojas Ruiz,Discapacitado,2,1418
38147486,Laura Perez Gonzales,General B,1,1612
94543859,Gabriel Moreno Medina,Staff,3,1618
12135871,Valentina Mamani Gonzales,General B,1,0823
74760476,Victor Navarro Romero,Prensa,4,0915
82292939,Luisa Lopez Martinez,Staff,3,2040
92723758,Sergio Alvarez Rojas,Staff,3,1947
70776723,Alicia Castro Medina,VIP,5,0905
70736213,Juana Vargas Romero,VIP,5,1347
79797999,Maria Lopez Vargas,Platino,4,1420
61812930,Miguel Lopez Quispe,Prensa,4,0900
60975051,Margarita Diaz Herrera,Discapacitado,2,1155
69029986,Ricardo Soto Sanchez,VIP,5,2244
55121869,Martin Navarro Rodriguez,General B,1,1106
11012388,Monica Sanchez Ruiz,Prensa,4,2012
15054972,Javiera Torres Soto,General B,1,1526
10316585,Diana Lopez Rios,General A,2,1010
20419717,Alicia Rios Castro,Platino,4,1528
61478989,Martin Alvarez Torres,Staff,3,2142
40018005,Patricia Rodriguez Gomez,Staff,3,1249
21477690,Tomas Moreno Lopez,Prensa,4,1507
69047982,Francisco Moreno Flores,Discapacitado,2,1427
44002598,Emilia Solis Mamani,General A,2,1325
23102488,Manuela Castillo Mamani,VIP,5,1819
81592278,Cristian Quispe Martinez,General A,2,0817
52544129,Claudia Romero Martin,General A,2,1651
94110915,Mateo Castillo Vargas,Discapacitado,2,1233
24630740,Mariana Martinez Moreno,Prensa,4,0918
36292888,Cristian Fernandez Herrera,Platino,4,1950
73674048,Elizabeth Vargas Gomez,General A,2,1301
99953142,Alicia Perez Romero,General A,2,1805
33766032,Marco Solis Gomez,General A,2,1933
35339948,Manuela Martin Torres,Discapacitado,2,2232
13725972,Carlos Garcia Perez,Platino,4,2040
67268930,Daniela Herrera Perez,Prensa,4,1424
49672673,Veronica Castro Soto,VIP,5,1444
29146112,Fabiana Gomez Fernandez,Platino,4,1508
46047963,Monica Gomez Solis,Platino,4,1042
13008302,Lucia Castro Jimenez,Platino,4,1432
20171255,Paulina Moreno Castro,Staff,3,1821
15346902,Emilio Castillo Sanchez,Prensa,4,1704
37177761,Oscar Garcia Martin,Staff,3,2239
22006873,Fabian Fernandez Quispe,VIP,5,0831
67565970,Jesus Torres Fernandez,Staff,3,2257
99337424,Adriana Mamani Alvarez,Discapacitado,2,1557
67587035,Valeria Quispe Ruiz,Prensa,4,1453
59927860,Diego Ruiz Herrera,Staff,3,2253
61414994,Angel Quispe Medina,General B,1,1809
96675509,Mario Medina Fernandez,Prensa,4,2044
52368432,Gustavo Solis Martinez,Discapacitado,2,2049
80955766,Natalia Martin Gomez,General B,1,2210
25844449,Daniela Martinez Diaz,Discapacitado,2,2027
86444035,Hector Torres Rodriguez,VIP,5,2159
32343347,Josefa Martinez Perez,Platino,4,2230
87461306,Paola Vargas Romero,VIP,5,1011
61309640,Daniel Lopez Castillo,Staff,3,0959
52130584,Leonardo Martinez Garcia,Prensa,4,1533
79811801,Ricardo Vargas Moreno,General B,1,1006
53273899,Sergio Soto Mamani,VIP,5,0934
27143617,Santiago Rios Lopez,Prensa,4,1813
59812595,Maria Medina Moreno,General B,1,1355
26939935,Sofia Castro Martinez,General A,2,1623
54968497,Santiago Fernandez Vargas,VIP,5,1316
65475502,Alejandra Gomez Flores,General B,1,1030
47184432,Marco Diaz Alvarez,General A,2,2108
47012468,Elena Rojas Torres,Prensa,4,0811
74659947,Jimena Diaz Ruiz,Discapacitado,2,1540
75767675,Marcela Diaz Ruiz,General B,1,2037
81568992,Patricia Alvarez Martinez,VIP,5,1522
46122778,Catalina Medina Soto,General B,1,1219
11188824,Fabiana Gonzales Acosta,Discapacitado,2,1241
99075489,Camila Perez Ruiz,Staff,3,1533
35299699,Jimena Medina Soto,VIP,5,1145
65193348,Sebastian Sanchez Alvarez,Prensa,4,1424
43618332,Hector Rodriguez Medina,Discapacitado,2,1359
14061658,Elizabeth Rojas Flores,VIP,5,1250
25570714,Juana Rios Soto,Staff,3,2059
84436316,Margarita Garcia Gonzales,Prensa,4,1105
99517854,Cristina Martinez Torres,General A,2,2012
27162715,Elena Solis Torres,Prensa,4,1144
90854457,Isabel Gomez Acosta,Discapacitado,2,1446
39334528,Lucia Sanchez Moreno,General B,1,0909
24392169,Gabriel Castro Vargas,General B,1,0835
67442478,Victor Fernandez Martinez,Prensa,4,1816
92217596,Hector Romero Alvarez,General B,1,2044
93065403,Alejandra Castro Rios,General B,1,2024
45213453,Antonio Vargas Torres,Discapacitado,2,1018
19741881,Javier Jimenez Gomez,Staff,3,2233
73713849,Victor Martinez Lopez,General B,1,1400
59040936,Luisa Castro Rios,Platino,4,0923
45161827,Pilar Lopez Gonzales,Prensa,4,1633
81560403,Luisa Mamani Torres,Prensa,4,2259
70791599,Ivan Soto Castro,Platino,4,1139
32257532,Pedro Acosta Alvarez,General A,2,1753
61334386,Sergio Soto Moreno,General B,1,1514
62663973,Laura Castillo Vargas,Discapacitado,2,0904
84912492,Diana Ruiz Medina,Discapacitado,2,0808
67446024,Ricardo Alvarez Mamani,VIP,5,1549
68596621,Santiago Fernandez Acosta,VIP,5,2159
16028077,Cristina Alvarez Martin,General B,1,1753
35022258,Isabel Soto Castillo,Prensa,4,1833
19056948,Adriana Alvarez Castro,General B,1,2236
55911731,Daniel Herrera Torres,Staff,3,1232
59128723,Veronica Vargas Gomez,Prensa,4,1920
18505323,Natalia Diaz Acosta,Staff,3,1133
25077147,Catalina Quispe Perez,General B,1,1739
83354815,Ana Rios Moreno,Prensa,4,1807
11048735,Patricia Castro Castillo,General A,2,2105
37908031,Leonardo Flores Martinez,Prensa,4,1524
88727920,Jose Diaz Soto,Prensa,4,1140
62773614,Rodrigo Flores Perez,Staff,3,2041
86172178,Valentina Navarro Castillo,VIP,5,1143
96825079,Oscar Torres Castro,Prensa,4,1719
39775894,Claudia Martinez Navarro,Discapacitado,2,1957
34778535,Gustavo Diaz Moreno,General B,1,2043
34895807,Carlos Martin Mamani,Platino,4,2151
68141199,Gabriela Diaz Herrera,Prensa,4,1150
52893500,Guillermo Jimenez Soto,General B,1,1513
23105783,Diana Garcia Lopez,Prensa,4,2115
99374889,Roberto Romero Soto,General B,1,1324
52790869,Fernanda Jimenez Torres,Platino,4,1712
51743771,Miguel Mamani Sanchez,VIP,5,1411
51305034,Jorge Ruiz Rodriguez,General A,2,2125
62950117,Cecilia Castillo Navarro,Platino,4,1011
44872250,Natalia Castillo Mamani,Prensa,4,0928
77054858,Fernanda Moreno Medina,Platino,4,0920
94947194,Jorge Vargas Medina,Staff,3,2213
49318769,Daniela Soto Martin,Prensa,4,0820
38828020,Mariana Soto Alvarez,Staff,3,1801
86038758,Alicia Rodriguez Lopez,Staff,3,1713
23692414,Carmen Diaz Solis,Prensa,4,1114
16891449,Monica Jimenez Garcia,Prensa,4,0912
87311881,Jimena Moreno Navarro,Platino,4,1215
34083927,Daniela Quispe Romero,Platino,4,1441
63824620,Catalina Acosta Garcia,VIP,5,0854
38034302,Cecilia Castro Medina,Discapacitado,2,2224
28575716,Josefa Castillo Martinez,General B,1,1710
43024438,Paulina Vargas Lopez,Staff,3,1440
26740555,Julia Moreno Ruiz,Discapacitado,2,1437
13918482,Natalia Alvarez Lopez,General A,2,1507
33157503,Marcela Perez Moreno,General B,1,2218
12233458,Javiera Castro Alvarez,VIP,5,1655
19799759,Fabiana Gonzales Perez,Discapacitado,2,1736
83078123,Patricia Medina Diaz,Platino,4,0958
31427567,Estefania Acosta Martin,Discapacitado,2,2016
82025048,Alejandra Rios Solis,VIP,5,1416
87099991,Carla Martin Solis,General A,2,1928
55138469,Jorge Gomez Fernandez,Platino,4,2120
11470088,Javier Lopez Fernandez,Platino,4,1944
93888772,Valeria Alvarez Torres,Discapacitado,2,2028
87360086,Mariana Gomez Mamani,General A,2,1213
90974690,Fernando Martinez Castillo,Prensa,4,0935
59599969,Manuela Flores Quispe,General A,2,1714
12719418,Alejandro Martinez Quispe,Platino,4,1507
24324325,Gabriela Mamani Fernandez,Prensa,4,1701
82688370,Rosa Gonzales Romero,General A,2,1754
46728099,Elena Torres Acosta,Prensa,4,1218
36552109,Carolina Mamani Quispe,Platino,4,1142
18931172,Alejandro Mamani Solis,General A,2,1656
10046817,Veronica Castillo Rodriguez,Discapacitado,2,1633
14199681,Javiera Flores Soto,Platino,4,1627
10511394,Sofia Perez Rodriguez,Platino,4,0959
35188775,Juan Diaz Lopez,General B,1,2107
80100844,Pedro Martin Navarro,Prensa,4,1843
90062792,Sandra Sanchez Flores,Staff,3,2150
12225051,Rosa Castillo Martin,VIP,5,2139
56429250,Hector Sanchez Lopez,General B,1,1826
39999973,Felipe Vargas Fernandez,VIP,5,2134
77648089,Oscar Torres Rodriguez,Staff,3,1248
16437116,Victor Lopez Fernandez,VIP,5,1625
95629311,Jose Moreno Martinez,VIP,5,1608
94540898,Rafael Medina Martin,Platino,4,1453
72766245,Ivan Fernandez Flores,General A,2,1158
24124968,Carolina Castro Garcia,Platino,4,1346
88475953,Josefa Medina Rojas,VIP,5,2103
75793411,Veronica Alvarez Rios,Discapacitado,2,1557
41786272,Javiera Quispe Herrera,Prensa,4,2124
10572200,Adriana Flores Jimenez,Platino,4,2014
85135511,Claudia Perez Quispe,Platino,4,0915
28680389,Gabriela Herrera Garcia,General A,2,1214
19961644,Marcela Ruiz Romero,Platino,4,0917
81813807,Eduardo Medina Diaz,General B,1,2039
12055128,Hector Soto Sanchez,General B,1,1329
61102571,Paulina Navarro Perez,General B,1,2002
21812733,Juana Gomez Acosta,Staff,3,1506
92781194,Rafael Rodriguez Ruiz,General B,1,1106
74308100,Juana Flores Castillo,Platino,4,1325
58887915,Laura Solis Sanchez,Discapacitado,2,1720
36460129,Valeria Gonzales Garcia,Platino,4,0901
33391240,Cristian Gonzales Romero,General A,2,1257
11519232,Paulina Fernandez Alvarez,Discapacitado,2,1828
82937049,Gabriel Torres Acosta,Discapacitado,2,1229
66722861,Catalina Navarro Lopez,General A,2,0909
48385379,Florencia Mamani Castillo,Platino,4,2117
77464443,Andres Lopez Mamani,Discapacitado,2,1515
92077624,Tomas Herrera Flores,Staff,3,1828
23564831,Gabriela Fernandez Mamani,General B,1,1609
14849647,Ivan Acosta Garcia,Staff,3,1248
83322419,Esteban Alvarez Flores,Staff,3,1535
65979877,Jose Martin Quispe,Platino,4,1527
32460955,Sofia Ruiz Flores,VIP,5,1010
41300379,Camila Acosta Diaz,Discapacitado,2,1730
53224230,Clara Jimenez Navarro,Staff,3,1455
25575356,Javiera Sanchez Ruiz,Staff,3,1001
33675620,Natalia Alvarez Quispe,General B,1,1440
48638368,Gabriel Sanchez Jimenez,General B,1,1625
95988300,Jesus Flores Rodriguez,General A,2,1853
43308129,Camila Navarro Vargas,VIP,5,1916
20665886,Cecilia Perez Martin,VIP,5,1659
19755023,Luis Martin Castillo,Platino,4,2226
39557436,David Fernandez Vargas,General A,2,1331
60826143,Adriana Herrera Lopez,Staff,3,1755
16710576,Valeria Flores Lopez,General B,1,1214
91483955,Samuel Medina Flores,Platino,4,1402
59138022,Mariana Solis Perez,General B,1,1015
97320930,Antonio Torres Gomez,Prensa,4,1709
42605797,Alejandro Medina Romero,Prensa,4,1604
10641950,Gabriela Solis Moreno,Platino,4,1619
39893572,Ivan Gonzales Fernandez,VIP,5,2116
36572399,Miguel Diaz Gomez,VIP,5,1102
43783834,Josefa Rojas Gomez,Prensa,4,1617
35036663,Antonio Ruiz Jimenez,Staff,3,1528
34093827,Claudia Quispe Torres,Discapacitado,2,1644
31369513,Manuel Castillo Garcia,General B,1,1248
50636577,Alejandro Martinez Flores,Staff,3,1522
29345635,Laura Mamani Rios,Prensa,4,0945
94482790,Marco Acosta Fernandez,Prensa,4,1736
74301554,Julia Gonzales Navarro,Discapacitado,2,1023
40754513,Ricardo Martin Diaz,General A,2,1103
32758089,Felipe Romero Vargas,General B,1,1044
35081383,Lucia Flores Navarro,Discapacitado,2,2157
16502741,Angel Torres Martin,Discapacitado,2,1613
78258022,Ricardo Castillo Flores,General A,2,2228
66493241,Adriana Torres Solis,General A,2,1123
98985715,Javier Rodriguez Rios,Platino,4,0945
77025090,Jesus Herrera Jimenez,General A,2,1646
28378790,Isabel Rodriguez Gonzales,General B,1,1808
40562553,Rafael Solis Alvarez,Discapacitado,2,2019
27547425,Guillermo Mamani Moreno,Discapacitado,2,1118
31140334,Isabel Jimenez Medina,Platino,4,2041
85820017,Fabiana Vargas Lopez,General B,1,2155
37977974,Juan Navarro Ruiz,General B,1,1256
16659063,Carmen Jimenez Quispe,Staff,3,0804
59303302,David Soto Solis,Staff,3,1828
97230931,Elena Quispe Lopez,Platino,4,1550
11127328,Mario Ruiz Acosta,General B,1,1331
76625624,Veronica Herrera Rojas,Platino,4,1303
62629229,Ivan Martin Torres,General B,1,1818
27103095,Elizabeth Rojas Flores,Discapacitado,2,1521
90916295,Margarita Sanchez Medina,VIP,5,0814
39821249,Jesus Vargas Perez,General B,1,1512
15948679,Juan Fernandez Martin,General B,1,0810
19148967,Julia Vargas Rodriguez,Platino,4,1059
